"pubmed","experiment","locus","locations"
12148535,"gfp","AT1G16970.1","cytosol:nucleus"
12148535,"gfp","AT1G48050.1","cytosol:nucleus"
12150928,"gfp","AT4G33430.1","extracellular:plasma membrane"
12150928,"gfp","AT4G39400.1","plasma membrane"
12154131,"msms","AT1G07010.1","peroxisome"
12154131,"msms","AT1G20620.1","peroxisome"
12154131,"msms","AT1G23310.1","peroxisome"
12154131,"msms","AT1G26930.1","peroxisome"
12154131,"msms","AT1G44790.1","peroxisome"
12154131,"msms","AT1G68010.1","peroxisome"
12154131,"msms","AT1G70580.1","peroxisome"
12154131,"msms","AT1G74910.1","peroxisome"
12154131,"msms","AT2G18630.1","peroxisome"
12154131,"msms","AT2G22780.1","peroxisome"
12154131,"msms","AT2G32410.1","peroxisome"
12154131,"msms","AT3G14415.1","peroxisome"
12154131,"msms","AT3G14420.1","peroxisome"
12154131,"msms","AT3G23760.1","peroxisome"
12154131,"msms","AT3G46410.1","peroxisome"
12154131,"msms","AT3G48380.1","peroxisome"
12154131,"msms","AT4G13280.1","peroxisome"
12154131,"msms","AT4G16330.1","peroxisome"
12154131,"msms","AT4G16770.1","peroxisome"
12154131,"msms","AT4G27820.1","peroxisome"
12154131,"msms","AT4G35000.1","peroxisome"
12154131,"msms","AT4G35090.1","peroxisome"
12154131,"msms","AT4G36100.1","peroxisome"
12154131,"msms","AT5G09660.1","peroxisome"
12154131,"msms","AT5G18910.1","peroxisome"
12154131,"msms","AT5G20810.1","peroxisome"
12154131,"msms","AT5G24240.1","peroxisome"
12154131,"msms","AT5G48370.1","peroxisome"
12154138,"gfp","AT1G58370.1","extracellular"
12172018,"gfp","AT3G45780.1","cytosol:plasma membrane"
12172020,"gfp","AT3G26570.1","plastid"
12175017,"gfp","AT3G22490.1","nucleus"
12177483,"gfp","AT1G77590.1","plastid"
12182707,"gfp","AT2G21600.1","golgi"
12182707,"gfp","AT2G47170.1","golgi"
12182707,"gfp","AT5G05760.1","golgi"
12215501,"gfp","AT3G08550.1","plasma membrane"
12215502,"gfp","AT4G31920.1","nucleus"
12215516,"gfp","AT5G48030.1","mitochondrion"
12225661,"gfp","AT4G10180.1","nucleus"
12225668,"gfp","AT3G10220.1","cytosol"
12226489,"gfp","AT1G61850.1","cytosol:plastid"
12226489,"gfp","AT2G26560.1","cytosol"
12226489,"gfp","AT4G37050.1","cytosol"
12226489,"gfp","AT4G37070.1","cytosol"
12354913,"gfp","AT5G46860.1","vacuole"
12366803,"gfp","AT3G05970.1","peroxisome"
12366803,"gfp","AT5G27600.1","peroxisome"
12368288,"gfp","AT4G13010.1","plastid"
12368496,"gfp","AT3G48040.1","plasma membrane"
12368496,"gfp","AT4G28950.1","plasma membrane"
12368496,"gfp","AT5G62880.1","nucleus:plasma membrane"
12383082,"gfp","AT5G03380.1","plasma membrane"
12403712,"gfp","AT2G46410.1","nucleus"
12417697,"gfp","AT1G52340.1","cytosol"
12427990,"gfp","AT3G20060.1","cytosol:nucleus"
12427994,"gfp","AT2G13540.1","nucleus"
12447444,"gfp","AT2G47160.1","plasma membrane"
12456757,"gfp","AT4G28950.1","golgi:plasma membrane"
12461128,"gfp","AT5G22260.1","nucleus"
12468730,"gfp","AT5G47820.1","cytosol"
12472682,"gfp","AT1G22070.1","nucleus"
12472682,"gfp","AT5G06950.1","nucleus"
12472682,"gfp","AT5G65210.1","nucleus"
12481062,"gfp","AT2G38290.1","plasma membrane"
12482914,"gfp","AT5G54770.1","mitochondrion:plastid"
12492832,"msms","AT1G02930.1","mitochondrion"
12492832,"msms","AT1G09210.1","mitochondrion"
12492832,"msms","AT1G13440.1","mitochondrion"
12492832,"msms","AT1G14980.1","mitochondrion"
12492832,"msms","AT1G53240.1","mitochondrion"
12492832,"msms","AT1G56340.1","mitochondrion"
12492832,"msms","AT2G01140.1","mitochondrion"
12492832,"msms","AT2G05710.1","mitochondrion"
12492832,"msms","AT2G14170.1","mitochondrion"
12492832,"msms","AT2G20420.1","mitochondrion"
12492832,"msms","AT2G21640.1","mitochondrion"
12492832,"msms","AT2G21870.1","mitochondrion"
12492832,"msms","AT2G47510.1","mitochondrion"
12492832,"msms","AT3G04120.1","mitochondrion"
12492832,"msms","AT3G06050.1","mitochondrion"
12492832,"msms","AT3G22200.1","mitochondrion"
12492832,"msms","AT3G52200.1","mitochondrion"
12492832,"msms","AT4G02580.1","mitochondrion"
12492832,"msms","AT4G11010.1","mitochondrion"
12492832,"msms","AT4G25100.1","mitochondrion"
12492832,"msms","AT5G08300.1","mitochondrion"
12492832,"msms","AT5G08670.1","mitochondrion"
12492832,"msms","AT5G08680.1","mitochondrion"
12492832,"msms","AT5G08690.1","mitochondrion"
12492832,"msms","AT5G15090.1","mitochondrion"
12492832,"msms","AT5G23250.1","mitochondrion"
12492832,"msms","AT5G37510.1","mitochondrion"
12492832,"msms","AT5G55070.1","mitochondrion"
12492832,"msms","AT5G59880.1","mitochondrion"
12492832,"msms","AT5G60640.1","mitochondrion"
12492832,"msms","ATMG01190.1","mitochondrion"
12492836,"gfp","AT1G14920.1","nucleus"
12509525,"gfp","AT1G12110.1","plasma membrane"
12514140,"gfp","AT1G32400.1","vacuole"
12514140,"gfp","AT4G21790.1","vacuole"
12526807,"gfp","AT2G36490.1","nucleus"
12533795,"gfp","AT4G25140.1","endoplasmic reticulum"
12535344,"gfp","AT4G00270.1","nucleus"
12553879,"gfp","AT1G51390.1","mitochondrion"
12553879,"gfp","AT3G20970.1","mitochondrion"
12553879,"gfp","AT4G01940.1","plastid"
12553879,"gfp","AT4G25910.1","plastid"
12553879,"gfp","AT5G49940.1","plastid"
12553900,"gfp","AT1G13980.1","endoplasmic reticulum"
12553910,"gfp","AT1G13980.1","golgi"
12553910,"gfp","AT4G19640.1","golgi"
12566584,"gfp","AT5G61760.1","nucleus"
12566589,"gfp","AT1G30620.1","golgi"
12571277,"gfp","AT1G80350.1","cytoskeleton"
12581307,"gfp","AT3G09260.1","endoplasmic reticulum"
12581310,"gfp","AT3G17170.1","plastid"
12581316,"gfp","AT5G59920.1","cytosol"
12586869,"msms","AT3G08580.1","mitochondrion"
12586869,"msms","AT3G15020.1","mitochondrion"
12586869,"msms","AT3G54110.1","mitochondrion"
12586869,"msms","AT4G01100.1","mitochondrion"
12586869,"msms","AT4G28060.1","mitochondrion"
12586869,"msms","AT5G13490.1","mitochondrion"
12586869,"msms","AT5G14040.1","mitochondrion"
12586869,"msms","AT5G19760.1","mitochondrion"
12589039,"gfp","AT2G38020.1","vacuole"
12602871,"gfp","AT1G26600.1","extracellular:plasma membrane"
12602871,"gfp","AT2G31085.1","extracellular:plasma membrane"
12602871,"gfp","AT5G12990.1","extracellular:plasma membrane"
12602947,"gfp","AT3G61650.1","cytoskeleton"
12602947,"gfp","AT5G05620.1","cytoskeleton"
12606038,"msms","AT1G16700.1","mitochondrion"
12606038,"msms","AT1G27390.1","mitochondrion"
12606038,"msms","AT1G65290.1","mitochondrion"
12606038,"msms","AT1G79010.1","mitochondrion"
12606038,"msms","AT2G16460.1","mitochondrion"
12606038,"msms","AT3G10920.1","mitochondrion"
12606038,"msms","AT3G15640.1","mitochondrion"
12606038,"msms","AT3G15660.1","mitochondrion"
12606038,"msms","AT3G62530.1","mitochondrion"
12606038,"msms","AT5G08300.1","mitochondrion"
12606038,"msms","AT5G13430.1","mitochondrion"
12606038,"msms","AT5G13440.1","mitochondrion"
12606038,"msms","ATMG00640.1","mitochondrion"
12609031,"gfp","AT2G39290.1","mitochondrion:plastid"
12631323,"gfp","AT1G17290.1","cytosol"
12631323,"gfp","AT1G23310.1","peroxisome"
12642673,"gfp","AT3G19720.1","plastid"
12650615,"gfp","AT5G53470.1","plasma membrane"
12664275,"gfp","AT4G14960.1","cytoskeleton"
12671086,"gfp","AT5G42080.1","plasma membrane"
12672693,"gfp","AT3G26744.1","nucleus"
12678916,"msms","AT2G37170.1","plasma membrane"
12678916,"msms","AT3G26520.1","plasma membrane"
12678916,"msms","AT3G53420.1","plasma membrane"
12678916,"msms","AT4G23400.1","plasma membrane"
12678916,"msms","AT4G35100.1","plasma membrane"
12681307,"gfp","AT4G31540.1","plasma membrane"
12681508,"msms","AT1G51650.1","mitochondrion"
12681508,"msms","AT2G21870.1","mitochondrion"
12681508,"msms","AT2G33040.1","mitochondrion"
12681508,"msms","AT3G52300.1","mitochondrion"
12681508,"msms","AT5G08670.1","mitochondrion"
12681508,"msms","AT5G08680.1","mitochondrion"
12681508,"msms","AT5G08690.1","mitochondrion"
12681508,"msms","AT5G13450.1","mitochondrion"
12681508,"msms","AT5G47030.1","mitochondrion"
12681508,"msms","ATMG00480.1","mitochondrion"
12681508,"msms","ATMG00640.1","mitochondrion"
12681508,"msms","ATMG01080.1","mitochondrion"
12681508,"msms","ATMG01190.1","mitochondrion"
12692311,"gfp","AT1G22150.1","plasma membrane"
12707279,"gfp","AT1G50320.1","plastid"
12707279,"gfp","AT2G15570.1","plastid"
12707279,"gfp","AT2G35010.1","plastid"
12707279,"gfp","AT3G02730.1","plastid"
12707279,"gfp","AT4G03520.1","plastid"
12711688,"gfp","AT1G72050.1","nucleus"
12711688,"gfp","AT3G25520.1","cytosol:nucleus"
12713536,"gfp","AT3G51460.1","endoplasmic reticulum"
12713536,"gfp","AT3G51830.1","endoplasmic reticulum"
12713536,"gfp","AT5G66020.1","endoplasmic reticulum"
12724533,"gfp","AT5G60360.1","vacuole"
12766230,"msms","AT1G01790.1","plastid"
12766230,"msms","AT1G02280.1","plastid"
12766230,"msms","AT1G02560.1","plastid"
12766230,"msms","AT1G06950.1","plastid"
12766230,"msms","AT1G10510.1","plastid"
12766230,"msms","AT1G12900.1","plastid"
12766230,"msms","AT1G15820.1","plastid"
12766230,"msms","AT1G20830.1","plastid"
12766230,"msms","AT1G32080.1","plastid"
12766230,"msms","AT1G42970.1","plastid"
12766230,"msms","AT1G55490.1","plastid"
12766230,"msms","AT1G55670.1","plastid"
12766230,"msms","AT1G61520.1","plastid"
12766230,"msms","AT1G65260.1","plastid"
12766230,"msms","AT1G67080.1","plastid"
12766230,"msms","AT1G67090.1","plastid"
12766230,"msms","AT1G77590.1","plastid"
12766230,"msms","AT2G24820.1","plastid"
12766230,"msms","AT2G25080.1","plastid"
12766230,"msms","AT2G26900.1","plastid"
12766230,"msms","AT2G28900.1","plastid"
12766230,"msms","AT2G31190.1","plastid"
12766230,"msms","AT2G34430.1","plastid"
12766230,"msms","AT2G34460.1","plastid"
12766230,"msms","AT2G34590.1","plastid"
12766230,"msms","AT2G35800.1","plastid"
12766230,"msms","AT2G38040.1","plastid"
12766230,"msms","AT2G38550.1","plastid"
12766230,"msms","AT2G39290.1","plastid"
12766230,"msms","AT2G39730.1","plastid"
12766230,"msms","AT2G39730.2","plastid"
12766230,"msms","AT2G42770.1","plastid"
12766230,"msms","AT2G44640.1","plastid"
12766230,"msms","AT2G47840.1","plastid"
12766230,"msms","AT3G01500.1","plastid"
12766230,"msms","AT3G06510.1","plastid"
12766230,"msms","AT3G09580.1","plastid"
12766230,"msms","AT3G11170.1","plastid"
12766230,"msms","AT3G11950.1","plastid"
12766230,"msms","AT3G17970.1","plastid"
12766230,"msms","AT3G18420.1","plastid"
12766230,"msms","AT3G20320.1","plastid"
12766230,"msms","AT3G22620.1","plastid"
12766230,"msms","AT3G26650.1","plastid"
12766230,"msms","AT3G27690.1","plastid"
12766230,"msms","AT3G28640.1","plastid"
12766230,"msms","AT3G32930.1","plastid"
12766230,"msms","AT3G46740.1","plastid"
12766230,"msms","AT3G47060.1","plastid"
12766230,"msms","AT3G47470.1","plastid"
12766230,"msms","AT3G47520.1","plastid"
12766230,"msms","AT3G49560.1","plastid"
12766230,"msms","AT3G51140.1","plastid"
12766230,"msms","AT3G54890.1","plastid"
12766230,"msms","AT3G55030.1","plastid"
12766230,"msms","AT3G57280.1","plastid"
12766230,"msms","AT3G60590.1","plastid"
12766230,"msms","AT3G63160.1","plastid"
12766230,"msms","AT3G63410.1","plastid"
12766230,"msms","AT4G00630.1","plastid"
12766230,"msms","AT4G02510.1","plastid"
12766230,"msms","AT4G03280.1","plastid"
12766230,"msms","AT4G12800.1","plastid"
12766230,"msms","AT4G13590.1","plastid"
12766230,"msms","AT4G14070.1","plastid"
12766230,"msms","AT4G20360.1","plastid"
12766230,"msms","AT4G25100.1","plastid"
12766230,"msms","AT4G25450.1","plastid"
12766230,"msms","AT4G25650.1","plastid"
12766230,"msms","AT4G27440.1","plastid"
12766230,"msms","AT4G27990.1","plastid"
12766230,"msms","AT4G30580.1","plastid"
12766230,"msms","AT4G30950.1","plastid"
12766230,"msms","AT4G35000.1","plastid"
12766230,"msms","AT4G37270.1","plastid"
12766230,"msms","AT4G39460.1","plastid"
12766230,"msms","AT5G01500.1","plastid"
12766230,"msms","AT5G01590.1","plastid"
12766230,"msms","AT5G02940.1","plastid"
12766230,"msms","AT5G05000.1","plastid"
12766230,"msms","AT5G05000.2","plastid"
12766230,"msms","AT5G12470.1","plastid"
12766230,"msms","AT5G12860.1","plastid"
12766230,"msms","AT5G13720.1","plastid"
12766230,"msms","AT5G16150.1","plastid"
12766230,"msms","AT5G16620.1","plastid"
12766230,"msms","AT5G17520.1","plastid"
12766230,"msms","AT5G18540.1","plastid"
12766230,"msms","AT5G19750.1","plastid"
12766230,"msms","AT5G19940.1","plastid"
12766230,"msms","AT5G22790.1","plastid"
12766230,"msms","AT5G23890.1","plastid"
12766230,"msms","AT5G24650.1","plastid"
12766230,"msms","AT5G24690.1","plastid"
12766230,"msms","AT5G33320.1","plastid"
12766230,"msms","AT5G38430.1","plastid"
12766230,"msms","AT5G42650.1","plastid"
12766230,"msms","AT5G46110.1","plastid"
12766230,"msms","AT5G50920.1","plastid"
12766230,"msms","AT5G52540.1","plastid"
12766230,"msms","AT5G55220.1","plastid"
12766230,"msms","AT5G55510.1","plastid"
12766230,"msms","AT5G59250.1","plastid"
12766230,"msms","AT5G62720.1","plastid"
12766230,"msms","AT5G64290.1","plastid"
12768414,"gfp","AT3G10140.1","mitochondrion"
12783786,"gfp","AT1G29330.1","golgi"
12783788,"gfp","AT2G27250.1","unclear"
12787249,"gfp","AT2G23150.1","vacuole"
12805588,"msms","AT1G21880.1","plasma membrane"
12805588,"msms","AT1G27950.1","plasma membrane"
12805588,"msms","AT1G66250.1","plasma membrane"
12805588,"msms","AT1G74790.1","plasma membrane"
12805588,"msms","AT2G01630.1","plasma membrane"
12805588,"msms","AT2G04780.1","plasma membrane"
12805588,"msms","AT2G17120.1","plasma membrane"
12805588,"msms","AT2G25060.1","plasma membrane"
12805588,"msms","AT2G44790.1","plasma membrane"
12805588,"msms","AT2G45470.1","plasma membrane"
12805588,"msms","AT3G07390.1","plasma membrane"
12805588,"msms","AT3G13560.1","plasma membrane"
12805588,"msms","AT3G60900.1","plasma membrane"
12805588,"msms","AT4G12420.1","plasma membrane"
12805588,"msms","AT4G16120.1","plasma membrane"
12805588,"msms","AT4G25240.1","plasma membrane"
12805588,"msms","AT4G26690.1","plasma membrane"
12805588,"msms","AT4G27520.1","plasma membrane"
12805588,"msms","AT4G31140.1","plasma membrane"
12805588,"msms","AT5G19230.1","plasma membrane"
12805588,"msms","AT5G19250.1","plasma membrane"
12805588,"msms","AT5G20230.1","plasma membrane"
12805588,"msms","AT5G25090.1","plasma membrane"
12805588,"msms","AT5G41280.1","plasma membrane"
12805588,"msms","AT5G41290.1","plasma membrane"
12805588,"msms","AT5G55480.1","plasma membrane"
12805588,"msms","AT5G55730.1","plasma membrane"
12805588,"msms","AT5G58090.1","plasma membrane"
12805588,"msms","AT5G62630.1","plasma membrane"
12805603,"gfp","AT5G24120.1","mitochondrion:plastid"
12805633,"gfp","AT1G49340.1","nucleus"
12805633,"gfp","AT5G64070.1","cytosol:unclear"
12825701,"gfp","AT2G32950.1","nucleus"
12834405,"gfp","AT5G24850.1","mitochondrion:plastid"
12835390,"gfp","AT1G69120.1","cytosol:nucleus"
12835390,"gfp","AT5G61850.1","cytosol:nucleus"
12837250,"gfp","AT1G64280.1","cytosol:nucleus"
12837548,"msms","AT1G47260.1","mitochondrion"
12837548,"msms","AT1G49140.1","mitochondrion"
12837548,"msms","AT1G67785.1","mitochondrion"
12837548,"msms","AT1G79010.1","mitochondrion"
12837548,"msms","AT2G02050.1","mitochondrion"
12837548,"msms","AT2G20360.1","mitochondrion"
12837548,"msms","AT2G27730.1","mitochondrion"
12837548,"msms","AT2G31490.1","mitochondrion"
12837548,"msms","AT2G33220.1","mitochondrion"
12837548,"msms","AT2G42310.1","mitochondrion"
12837548,"msms","AT2G47690.1","mitochondrion"
12837548,"msms","AT3G08610.1","mitochondrion"
12837548,"msms","AT3G12260.1","mitochondrion"
12837548,"msms","AT3G18410.1","mitochondrion"
12837548,"msms","AT3G47930.1","mitochondrion"
12837548,"msms","AT3G48680.1","mitochondrion"
12837548,"msms","AT3G57785.1","mitochondrion"
12837548,"msms","AT3G62790.1","mitochondrion"
12837548,"msms","AT4G02580.1","mitochondrion"
12837548,"msms","AT4G16450.1","mitochondrion"
12837548,"msms","AT4G20150.1","mitochondrion"
12837548,"msms","AT5G08530.1","mitochondrion"
12837548,"msms","AT5G11770.1","mitochondrion"
12837548,"msms","AT5G37510.1","mitochondrion"
12837548,"msms","AT5G52840.1","mitochondrion"
12837548,"msms","AT5G63510.1","mitochondrion"
12837548,"msms","AT5G66510.1","mitochondrion"
12837548,"msms","AT5G67590.1","mitochondrion"
12837548,"msms","ATMG00060.1","mitochondrion"
12837548,"msms","ATMG00070.1","mitochondrion"
12837548,"msms","ATMG00510.1","mitochondrion"
12837548,"msms","ATMG00513.1","mitochondrion"
12837548,"msms","ATMG00516.1","mitochondrion"
12837548,"msms","ATMG00665.1","mitochondrion"
12837548,"msms","ATMG01120.1","mitochondrion"
12837943,"gfp","AT1G05575.1","endoplasmic reticulum"
12837943,"gfp","AT1G09250.1","nucleus"
12837943,"gfp","AT1G71450.1","nucleus"
12837943,"gfp","AT2G16530.1","mitochondrion"
12837943,"gfp","AT2G18660.1","nucleus"
12837943,"gfp","AT2G24590.1","nucleus"
12837943,"gfp","AT3G02550.1","nucleus"
12837943,"gfp","AT3G11320.1","endoplasmic reticulum"
12837943,"gfp","AT3G11590.1","nucleus"
12837943,"gfp","AT3G15010.1","nucleus"
12837943,"gfp","AT3G27360.1","nucleus"
12837943,"gfp","AT3G49940.1","nucleus"
12837943,"gfp","AT3G54960.1","endoplasmic reticulum"
12837943,"gfp","AT4G16800.1","vacuole"
12837943,"gfp","AT4G31990.1","plastid"
12837943,"gfp","AT4G32720.1","nucleus"
12837943,"gfp","AT5G05570.1","mitochondrion"
12837943,"gfp","AT5G26830.1","mitochondrion"
12837948,"gfp","AT2G26300.1","plasma membrane"
12837951,"gfp","AT1G50840.1","plastid"
12837951,"gfp","AT3G20540.1","mitochondrion:plastid"
12853455,"gfp","AT3G52420.1","plastid"
12853455,"gfp","AT4G02510.1","cytosol:plastid"
12857820,"gfp","AT1G01040.1","nucleus"
12881501,"gfp","AT4G24540.1","cytosol:nucleus"
12897249,"gfp","AT5G17420.1","extracellular"
12897262,"gfp","AT5G42480.1","plastid"
12904210,"gfp","AT2G23430.1","nucleus"
12913141,"gfp","AT2G17890.1","plasma membrane"
12913141,"gfp","AT3G20410.1","plasma membrane"
12913141,"gfp","AT4G04720.1","plasma membrane"
12913141,"gfp","AT4G09570.1","cytosol:nucleus"
12913141,"gfp","AT4G23650.1","cytosol:nucleus"
12913141,"gfp","AT5G04870.1","peroxisome"
12913141,"gfp","AT5G12480.1","plasma membrane"
12913141,"gfp","AT5G19450.1","plasma membrane"
12913141,"gfp","AT5G66210.1","plasma membrane"
12932321,"gfp","AT3G54840.1","endoplasmic reticulum"
12932321,"gfp","AT4G38240.1","golgi"
12938931,"msms","AT1G01080.1","plastid"
12938931,"msms","AT1G01090.1","plastid"
12938931,"msms","AT1G01790.1","plastid"
12938931,"msms","AT1G02280.1","plastid"
12938931,"msms","AT1G02560.1","plastid"
12938931,"msms","AT1G02980.1","plastid"
12938931,"msms","AT1G03130.1","plastid"
12938931,"msms","AT1G03630.1","plastid"
12938931,"msms","AT1G03780.1","plastid"
12938931,"msms","AT1G04420.1","plastid"
12938931,"msms","AT1G05190.1","plastid"
12938931,"msms","AT1G06380.1","plastid"
12938931,"msms","AT1G06430.1","plastid"
12938931,"msms","AT1G06680.1","plastid"
12938931,"msms","AT1G06690.1","plastid"
12938931,"msms","AT1G06950.1","plastid"
12938931,"msms","AT1G07120.1","plastid"
12938931,"msms","AT1G07420.1","plastid"
12938931,"msms","AT1G08640.1","plastid"
12938931,"msms","AT1G09130.1","plastid"
12938931,"msms","AT1G09340.1","plastid"
12938931,"msms","AT1G10510.1","plastid"
12938931,"msms","AT1G10760.1","plastid"
12938931,"msms","AT1G11430.1","plastid"
12938931,"msms","AT1G11750.1","plastid"
12938931,"msms","AT1G11840.1","plastid"
12938931,"msms","AT1G11860.1","plastid"
12938931,"msms","AT1G12410.1","plastid"
12938931,"msms","AT1G13930.1","plastid"
12938931,"msms","AT1G15140.1","plastid"
12938931,"msms","AT1G15690.1","plastid"
12938931,"msms","AT1G16080.1","plastid"
12938931,"msms","AT1G16720.1","plastid"
12938931,"msms","AT1G16790.1","plastid"
12938931,"msms","AT1G16880.1","plastid"
12938931,"msms","AT1G17220.1","plastid"
12938931,"msms","AT1G19100.1","plastid"
12938931,"msms","AT1G19870.1","plastid"
12938931,"msms","AT1G20620.1","plastid"
12938931,"msms","AT1G20630.1","plastid"
12938931,"msms","AT1G23740.1","plastid"
12938931,"msms","AT1G24360.1","plastid"
12938931,"msms","AT1G26130.1","plastid"
12938931,"msms","AT1G26910.1","plastid"
12938931,"msms","AT1G30360.1","plastid"
12938931,"msms","AT1G31330.1","plastid"
12938931,"msms","AT1G32060.1","plastid"
12938931,"msms","AT1G32080.1","plastid"
12938931,"msms","AT1G32990.1","plastid"
12938931,"msms","AT1G33140.1","plastid"
12938931,"msms","AT1G33810.1","plastid"
12938931,"msms","AT1G34430.1","plastid"
12938931,"msms","AT1G35680.1","plastid"
12938931,"msms","AT1G42960.1","plastid"
12938931,"msms","AT1G42970.1","plastid"
12938931,"msms","AT1G48350.1","plastid"
12938931,"msms","AT1G48460.1","plastid"
12938931,"msms","AT1G52510.1","plastid"
12938931,"msms","AT1G52570.1","plastid"
12938931,"msms","AT1G55480.1","plastid"
12938931,"msms","AT1G55490.1","plastid"
12938931,"msms","AT1G55670.1","plastid"
12938931,"msms","AT1G56410.1","plastid"
12938931,"msms","AT1G59870.1","plastid"
12938931,"msms","AT1G60690.1","plastid"
12938931,"msms","AT1G62750.1","plastid"
