pmid,issn,name,year,doi
15964279,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.05.022
15964904,0032-0781,Plant Cell Physiol.,2005,10.1093/pcp/pci155
15965119,1040-4651,Plant Cell,2005,10.1105/tpc.105.032342
15967440,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.05.059
15972698,1040-4651,Plant Cell,2005,10.1105/tpc.105.031112
15980186,0032-0889,Plant Physiol.,2005,10.1104/pp.105.063586
15980260,1040-4651,Plant Cell,2005,10.1105/tpc.105.033563
15987637,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.05.080
15987817,1355-8382,RNA,2005,10.1261/rna.2440305
15988575,0175-7598,Appl. Microbiol. Biotechnol.,2005,10.1007/s00253-005-0029-3
15990873,0261-4189,EMBO J.,2005,10.1038/sj.emboj.7600737
15992545,1534-5807,Dev. Cell,2005,10.1016/j.devcel.2005.05.014
15993837,0006-291X,Biochem. Biophys. Res. Commun.,2005,10.1016/j.bbrc.2005.06.052
15994234,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0503960102
15994908,1040-4651,Plant Cell,2005,10.1105/tpc.105.033043
15994909,1040-4651,Plant Cell,2005,10.1105/tpc.105.032987
15998306,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02442.x
15998742,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0500793102
16002617,1095-9203,Science,2005,10.1126/science.1110586
16003391,1350-9047,Cell Death Differ.,2006,10.1038/sj.cdd.4401712
16005291,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.05.048
16005292,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.06.041
16006578,1040-4651,Plant Cell,2005,10.1105/tpc.105.033464
16006581,1040-4651,Plant Cell,2005,10.1105/tpc.105.033076
16014621,0021-9258,J. Biol. Chem.,2005,10.1074/jbc.M505126200
16021341,0167-4412,Plant Mol. Biol.,2005,10.1007/s11103-005-7294-5
16024589,1040-4651,Plant Cell,2005,10.1105/tpc.105.031302
16028112,0167-4412,Plant Mol. Biol.,2005,10.1007/s11103-005-3454-x
16028120,0167-4412,Plant Mol. Biol.,2005,10.1007/s11103-005-4618-4
16038907,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.06.046
16040658,0032-0889,Plant Physiol.,2005,10.1104/pp.105.061291
16040659,0032-0889,Plant Physiol.,2005,10.1104/pp.105.060673
16040662,0032-0889,Plant Physiol.,2005,10.1104/pp.105.064311
16043432,0032-0781,Plant Cell Physiol.,2005,10.1093/pcp/pci168
16045472,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02453.x
16045475,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02462.x
16055441,0021-9258,J. Biol. Chem.,2005,10.1074/jbc.M506045200
16055629,1040-4651,Plant Cell,2005,10.1105/tpc.105.035162
16055635,1040-4651,Plant Cell,2005,10.1105/tpc.105.033761
16055636,1040-4651,Plant Cell,2005,10.1105/tpc.105.031203
16055687,0032-0889,Plant Physiol.,2005,10.1104/pp.105.061218
16055690,0032-0889,Plant Physiol.,2005,10.1104/pp.104.054213
16061508,0022-0957,J. Exp. Bot.,2005,10.1093/jxb/eri239
16080001,1617-4615,Mol. Genet. Genomics,2005,10.1007/s00438-005-0010-y
16095614,0022-2836,J. Mol. Biol.,2005,10.1016/j.jmb.2005.07.013
16098102,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02464.x
16098103,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02469.x
16099979,1095-9203,Science,2005,10.1126/science.1115983
16099980,1095-9203,Science,2005,10.1126/science.1114358
16103214,0890-9369,Genes Dev.,2005,10.1101/gad.1331305
16103374,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0502060102
16107332,0021-9258,J. Biol. Chem.,2005,10.1074/jbc.M504805200
16109415,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.07.061
16113208,0032-0889,Plant Physiol.,2005,10.1104/pp.105.067371
16113209,0032-0889,Plant Physiol.,2005,10.1104/pp.105.066811
16113210,0032-0889,Plant Physiol.,2005,10.1104/pp.105.065953
16113215,0032-0889,Plant Physiol.,2005,10.1104/pp.105.065649
16115071,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02491.x
16115625,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.08.005
16115960,0021-9525,J. Cell Biol.,2005,10.1083/jcb.200504112
16116418,1087-0156,Nat. Biotechnol.,2005,10.1038/nbt1134
16120600,1535-9476,Mol. Cell Proteomics,2005,10.1074/mcp.M500129-MCP200
16123046,0021-9258,J. Biol. Chem.,2005,10.1074/jbc.M503299200
16126835,1040-4651,Plant Cell,2005,10.1105/tpc.105.034819
16126836,1040-4651,Plant Cell,2005,10.1105/tpc.105.034330
16140984,0890-9369,Genes Dev.,2005,10.1101/gad.348405
16143720,0022-0957,J. Exp. Bot.,2005,10.1093/jxb/eri259
16146521,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02493.x
16146528,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02503.x
16155178,1040-4651,Plant Cell,2005,10.1105/tpc.105.035485
16157655,0022-0957,J. Exp. Bot.,2005,10.1093/jxb/eri276
16157873,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0506228102
16162503,0021-9258,J. Biol. Chem.,2005,10.1074/jbc.M507432200
16164597,1356-9597,Genes Cells,2005,10.1111/j.1365-2443.2005.00892.x
16166385,0890-9369,Genes Dev.,2005,10.1101/gad.352005
16167898,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02512.x
16169894,1040-4651,Plant Cell,2005,10.1105/tpc.105.035287
16169966,0032-0889,Plant Physiol.,2005,10.1104/pp.105.065094
16179646,1362-4962,Nucleic Acids Res.,2005,10.1093/nar/gki854
16183846,0032-0889,Plant Physiol.,2005,10.1104/pp.105.065029
16192270,0021-9258,J. Biol. Chem.,2005,10.1074/jbc.M509632200
16195344,1059-1524,Mol. Biol. Cell,2005,10.1091/mbc.E05-08-0706
16199613,1040-4651,Plant Cell,2005,10.1105/tpc.105.035592
16207701,1535-9476,Mol. Cell Proteomics,2006,10.1074/mcp.M500180-MCP200
16207757,0950-1991,Development,2005,10.1242/dev.02055
16210544,1095-9203,Science,2005,10.1126/science.1115711
16212605,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02525.x
16223486,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.09.076
16223493,0014-5793,FEBS Lett.,2005,10.1016/j.febslet.2005.09.049
16227454,1040-4651,Plant Cell,2005,10.1105/tpc.105.035212
16230331,0032-0781,Plant Cell Physiol.,2005,10.1093/pcp/pci215
16231101,0033-183X,Protoplasma,2005,10.1007/s00709-005-0111-9
16231156,0032-0935,Planta,2006,10.1007/s00425-005-0139-2
16236149,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02537.x
16236150,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02538.x
16236155,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02542.x
16236160,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02545.x
16236729,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0503473102
16243907,1040-4651,Plant Cell,2005,10.1105/tpc.105.035477
16244149,0032-0889,Plant Physiol.,2005,10.1104/pp.105.067686
16244150,0032-0889,Plant Physiol.,2005,10.1104/pp.105.067645
16244155,0032-0889,Plant Physiol.,2005,10.1104/pp.105.067447
16244868,0032-0935,Planta,2005,10.1007/s00425-005-0129-4
16244906,0167-4412,Plant Mol. Biol.,2005,10.1007/s11103-005-6802-y
16249341,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0504437102
16251277,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0504682102
16256065,0003-9861,Arch. Biochem. Biophys.,2005,10.1016/j.abb.2005.09.003
16262709,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02558.x
16262711,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02553.x
16267044,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M508299200
16270029,0261-4189,EMBO J.,2005,10.1038/sj.emboj.7600864
16271866,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.09.052
16271867,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.09.013
16271871,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.09.038
16272429,1040-4651,Plant Cell,2005,10.1105/tpc.105.037770
16272432,1040-4651,Plant Cell,2005,10.1105/tpc.105.035691
16272433,1040-4651,Plant Cell,2005,10.1105/tpc.105.035501
16279950,1742-464X,FEBS J.,2005,10.1111/j.1742-4658.2005.04985.x
16282318,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M510964200
16283071,0918-9440,J. Plant Res.,2005,10.1007/s10265-005-0238-y
16283376,0032-0935,Planta,2006,10.1007/s00425-005-0154-3
16284308,1040-4651,Plant Cell,2005,10.1105/tpc.105.036640
16284310,1040-4651,Plant Cell,2005,10.1105/tpc.105.036228
16284776,0032-0935,Planta,2006,10.1007/s00425-005-0153-4
16286448,0032-0889,Plant Physiol.,2005,10.1104/pp.105.066910
16287169,1615-9853,Proteomics,2006,10.1002/pmic.200500046
16291648,0890-9369,Genes Dev.,2005,10.1101/gad.357305
16291794,0950-1991,Development,2005,10.1242/dev.02139
16293760,1095-9203,Science,2005,10.1126/science.1119409
16297072,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02578.x
16299173,0032-0889,Plant Physiol.,2005,10.1104/pp.105.070391
16299174,0032-0889,Plant Physiol.,2005,10.1104/pp.105.070144
16299177,0032-0889,Plant Physiol.,2005,10.1104/pp.105.069757
16313636,0028-646X,New Phytol.,2005,10.1111/j.1469-8137.2005.01582.x
16317039,0022-0957,J. Exp. Bot.,2006,10.1093/jxb/erj012
16326926,1040-4651,Plant Cell,2006,10.1105/tpc.105.036392
16330762,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0507187102
16332538,0960-9822,Curr. Biol.,2005,10.1016/j.cub.2005.10.042
16333572,0033-183X,Protoplasma,2005,10.1007/s00709-005-0122-6
16339310,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2005,10.1073/pnas.0505883102
16339850,1040-4651,Plant Cell,2006,10.1105/tpc.105.038182
16356755,1360-1385,Trends Plant Sci.,2006,10.1016/j.tplants.2005.11.006
16359393,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02602.x
16359395,0960-7412,Plant J.,2005,10.1111/j.1365-313X.2005.02604.x
16361394,1040-4651,Plant Cell,2006,10.1105/tpc.105.036855
16361515,0032-0889,Plant Physiol.,2006,10.1104/pp.105.072629
16365038,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M509820200
16367753,1742-464X,FEBS J.,2006,10.1111/j.1742-4658.2005.05048.x
16367960,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2005.02625.x
16367966,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2005.02601.x
16377628,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M510945200
16377759,1040-4651,Plant Cell,2006,10.1105/tpc.105.035931
16381813,1059-1524,Mol. Biol. Cell,2006,10.1091/mbc.E05-09-0864
16396834,1362-4962,Nucleic Acids Res.,2005,10.1093/nar/gki984
16399085,1534-5807,Dev. Cell,2006,10.1016/j.devcel.2005.11.015
16401419,0960-9822,Curr. Biol.,2006,10.1016/j.cub.2005.11.044
16407306,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M510766200
16412079,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2005.02622.x
16412087,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2005.02635.x
16414959,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M511939200
16415207,1040-4651,Plant Cell,2006,10.1105/tpc.105.037309
16415208,1040-4651,Plant Cell,2006,10.1105/tpc.105.036434
16415210,0032-0889,Plant Physiol.,2006,10.1104/pp.105.075838
16427632,0014-5793,FEBS Lett.,2006,10.1016/j.febslet.2006.01.018
16428596,0032-0889,Plant Physiol.,2006,10.1104/pp.105.075499
16428600,0032-0889,Plant Physiol.,2006,10.1104/pp.105.070565
16428603,1355-8382,RNA,2006,10.1261/rna.2146906
16429262,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-005-3880-9
16434475,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0507575103
16438971,0014-5793,FEBS Lett.,2006,10.1016/j.febslet.2006.01.013
16449377,0022-0957,J. Exp. Bot.,2006,10.1093/jxb/erj064
16455656,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M512737200
16461285,0960-9822,Curr. Biol.,2006,10.1016/j.cub.2005.12.035
16461379,0032-0889,Plant Physiol.,2006,10.1104/pp.105.076083
16461579,1040-4651,Plant Cell,2006,10.1105/tpc.105.039107
16461582,1040-4651,Plant Cell,2006,10.1105/tpc.105.037978
16463096,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-005-1673-9
16467298,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M512210200
16472779,0006-291X,Biochem. Biophys. Res. Commun.,2006,10.1016/j.bbrc.2006.01.100
16473965,1040-4651,Plant Cell,2006,10.1105/tpc.105.040543
16473966,1040-4651,Plant Cell,2006,10.1105/tpc.105.039412
16473969,1040-4651,Plant Cell,2006,10.1105/tpc.105.038372
16489121,1040-4651,Plant Cell,2006,10.1105/tpc.105.039495
16495218,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M513661200
16497658,1355-8382,RNA,2006,10.1261/rna.2226106
16507089,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02667.x
16510871,0890-9369,Genes Dev.,2006,10.1101/gad.366506
16513846,1362-4962,Nucleic Acids Res.,2006,10.1093/nar/gkl016
16517759,1040-4651,Plant Cell,2006,10.1105/tpc.105.039636
16520341,0305-7364,Ann. Bot.,2006,10.1093/aob/mcl045
16531467,0022-0957,J. Exp. Bot.,2006,10.1093/jxb/erj094
16531488,0032-0889,Plant Physiol.,2006,10.1104/pp.105.073841
16545471,0006-3002,Biochim. Biophys. Acta,2006,10.1016/j.bbamcr.2006.01.003
16546078,0960-9822,Curr. Biol.,2006,10.1016/j.cub.2006.01.058
16549797,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0507427103
16553898,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02675.x
16553900,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02678.x
16570657,0894-0282,Mol. Plant Microbe Interact.,2006,10.1094/MPMI-19-0270
16571665,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0501720103
16581873,0032-0889,Plant Physiol.,2006,10.1104/pp.106.079533
16581911,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0510607103
16582010,1040-4651,Plant Cell,2006,10.1105/tpc.105.037259
16601102,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0510283103
16602701,1535-3893,J. Proteome Res.,2006,10.1021/pr050419u
16603259,0006-3002,Biochim. Biophys. Acta,2006,10.1016/j.bbaexp.2006.02.006
16603654,1040-4651,Plant Cell,2006,10.1105/tpc.105.037523
16614222,1095-9203,Science,2006,10.1126/science.1123769
16617100,1040-4651,Plant Cell,2006,10.1105/tpc.105.036376
16617101,1040-4651,Plant Cell,2006,10.1105/tpc.105.035881
16617119,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0507287103
16618929,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0506958103
16619024,0261-4189,EMBO J.,2006,10.1038/sj.emboj.7601091
16621602,1047-8477,J. Struct. Biol.,2006,10.1016/j.jsb.2006.03.004
16624863,1059-1524,Mol. Biol. Cell,2006,10.1091/mbc.E05-12-1157
16627697,1095-9203,Science,2006,10.1126/science.1126551
16633814,0032-0935,Planta,2006,10.1007/s00425-006-0282-4
16635983,1535-9476,Mol. Cell Proteomics,2006,10.1074/mcp.M500414-MCP200
16636080,0021-9533,J. Cell. Sci.,2006,10.1242/jcs.02904
16640597,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02723.x
16644739,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M512727200
16648217,0032-0889,Plant Physiol.,2006,10.1104/pp.106.080150
16649109,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-005-5548-x
16668917,0032-0889,Plant Physiol.,1992,
16669775,1543-5008,Annu Rev Plant Biol,2006,10.1146/annurev.arplant.57.032905.105401
16672254,0032-0781,Plant Cell Physiol.,2006,10.1093/pcp/pcj056
16678173,0014-5793,FEBS Lett.,2006,10.1016/j.febslet.2006.04.055
16679415,0032-0889,Plant Physiol.,2006,10.1104/pp.106.079202
16679457,1040-4651,Plant Cell,2006,10.1105/tpc.106.041640
16682350,0960-9822,Curr. Biol.,2006,10.1016/j.cub.2006.03.034
16698895,0032-0889,Plant Physiol.,2006,10.1104/pp.106.081091
16698901,0032-0889,Plant Physiol.,2006,10.1104/pp.106.079319
16698946,1040-4651,Plant Cell,2006,10.1105/tpc.105.039008
16699542,1001-0602,Cell Res.,2006,10.1038/sj.cr.7310058
16699543,1001-0602,Cell Res.,2006,10.1038/sj.cr.7310059
16709198,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02745.x
16709200,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02746.x
16709201,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02748.x
16709202,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02731.x
16723734,0021-9533,J. Cell. Sci.,2006,10.1242/jcs.02968
16725371,0006-3002,Biochim. Biophys. Acta,2006,10.1016/j.bbalip.2006.03.025
16729891,1746-4811,Plant Methods,2006,10.1186/1746-4811-2-10
16730655,0006-291X,Biochem. Biophys. Res. Commun.,2006,10.1016/j.bbrc.2006.04.134
16738862,0032-0935,Planta,2006,10.1007/s00425-006-0304-2
16751346,1040-4651,Plant Cell,2006,10.1105/tpc.106.041566
16763194,0021-9533,J. Cell. Sci.,2006,10.1242/jcs.02967
16766674,0032-0889,Plant Physiol.,2006,10.1104/pp.106.081406
16766694,1040-4651,Plant Cell,2006,10.1105/tpc.105.036269
16771839,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02799.x
16777956,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0603799103
16786289,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-005-5798-7
16786300,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-6268-6
16786307,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-0010-2
16786311,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-0016-9
16790030,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02791.x
16790430,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M601062200
16792691,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02810.x
16792696,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02782.x
16798889,1040-4651,Plant Cell,2006,10.1105/tpc.106.040824
16803883,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M601815200
16805728,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02749.x
16805733,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02761.x
16805739,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02763.x
16810321,0261-4189,EMBO J.,2006,10.1038/sj.emboj.7601206
16813573,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02809.x
16813575,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02807.x
16814720,0092-8674,Cell,2006,10.1016/j.cell.2006.06.011
16824181,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02769.x
16830178,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-0022-y
16831869,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M602283200
16839879,0092-8674,Cell,2006,10.1016/j.cell.2006.05.032
16844902,1040-4651,Plant Cell,2006,10.1105/tpc.106.043224
16845477,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-9021-2
16845478,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-9019-9
16854942,0032-0781,Plant Cell Physiol.,2006,10.1093/pcp/pcj080
16854969,0950-1991,Development,2006,10.1242/dev.02498
16854975,0950-1991,Development,2006,10.1242/dev.02481
16855027,1059-1524,Mol. Biol. Cell,2006,10.1091/mbc.E06-01-0046
16856980,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02830.x
16857903,1095-9203,Science,2006,10.1126/science.1127593
16861711,0032-0781,Plant Cell Physiol.,2006,10.1093/pcp/pcj087
16873450,0022-0957,J. Exp. Bot.,2006,10.1093/jxb/erl060
16889648,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02833.x
16897494,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-0051-6
16903352,0894-0282,Mol. Plant Microbe Interact.,2006,10.1094/MPMI-19-0864
16903353,0894-0282,Mol. Plant Microbe Interact.,2006,10.1094/MPMI-19-0874
16905657,1040-4651,Plant Cell,2006,10.1105/tpc.105.039123
16905668,0032-0889,Plant Physiol.,2006,10.1104/pp.106.084939
16915520,0167-4412,Plant Mol. Biol.,2006,10.1007/s11103-006-9023-0
16917981,1435-8603,Plant Biol (Stuttg),2006,
16920870,0032-0889,Plant Physiol.,2006,10.1104/pp.106.086652
16923014,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02821.x
16923016,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02826.x
16923726,0968-7688,Mol. Membr. Biol.,2006,10.1080/09687860600738221
16924116,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0605551103
16925602,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02846.x
16926493,0916-8451,Biosci. Biotechnol. Biochem.,2006,10.1271/bbb.50673
16928693,0032-0781,Plant Cell Physiol.,2006,10.1093/pcp/pcl001
16936718,1476-4687,Nature,2006,10.1038/nature05046
16947054,0032-0935,Planta,2007,10.1007/s00425-006-0371-4
16950860,0032-0889,Plant Physiol.,2006,10.1104/pp.106.086975
16953428,0032-0935,Planta,2007,10.1007/s00425-006-0385-y
16954136,0032-0781,Plant Cell Physiol.,2006,10.1093/pcp/pcl004
16957774,0261-4189,EMBO J.,2006,10.1038/sj.emboj.7601313
16957775,0261-4189,EMBO J.,2006,10.1038/sj.emboj.7601312
16963437,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M607854200
16965536,1742-464X,FEBS J.,2006,10.1111/j.1742-4658.2006.05467.x
16965555,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02863.x
16973627,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M605167200
16980563,0032-0889,Plant Physiol.,2006,10.1104/pp.106.086785
16980567,0032-0889,Plant Physiol.,2006,10.1104/pp.106.083618
16982622,0021-9258,J. Biol. Chem.,2006,10.1074/jbc.M606383200
16982705,0032-0781,Plant Cell Physiol.,2006,10.1093/pcp/pcl011
16984403,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02868.x
17008405,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0606536103
17010111,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02883.x
17012411,0032-0889,Plant Physiol.,2006,10.1104/pp.106.085209
17012600,1040-4651,Plant Cell,2006,10.1105/tpc.106.044693
17020925,1362-4962,Nucleic Acids Res.,2006,10.1093/nar/gkl687
17023541,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2006,10.1073/pnas.0604711103
17026539,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02887.x
17027489,0960-9822,Curr. Biol.,2006,10.1016/j.cub.2006.07.054
17028154,0032-0889,Plant Physiol.,2006,10.1104/pp.106.087718
17028205,1040-4651,Plant Cell,2006,10.1105/tpc.106.043174
17031511,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-006-9089-8
17041023,0032-0889,Plant Physiol.,2006,10.1104/pp.106.090423
17056707,1040-4651,Plant Cell,2006,10.1105/tpc.105.039339
17056709,1040-4651,Plant Cell,2006,10.1105/tpc.105.036566
17059404,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02902.x
17079265,0950-1991,Development,2006,10.1242/dev.02683
17080931,0140-7791,Plant Cell Environ.,2006,
17085433,0021-9258,J. Biol. Chem.,2007,10.1074/jbc.M607607200
17088607,1040-4651,Plant Cell,2006,10.1105/tpc.106.046136
17092312,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02922.x
17092313,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02921.x
17098811,1040-4651,Plant Cell,2006,10.1105/tpc.106.044834
17098813,1040-4651,Plant Cell,2006,10.1105/tpc.105.040741
17098847,0032-0889,Plant Physiol.,2007,10.1104/pp.106.092106
17098851,0032-0889,Plant Physiol.,2007,10.1104/pp.106.090688
17114350,1040-4651,Plant Cell,2006,10.1105/tpc.106.046458
17120136,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-006-9075-1
17122067,1040-4651,Plant Cell,2006,10.1105/tpc.106.046490
17131098,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-006-9108-9
17137349,1535-3893,J. Proteome Res.,2006,10.1021/pr060403j
17138694,1040-4651,Plant Cell,2006,10.1105/tpc.106.045179
17138697,1040-4651,Plant Cell,2006,10.1105/tpc.106.043299
17138701,1040-4651,Plant Cell,2006,10.1105/tpc.105.036400
17142478,0032-0889,Plant Physiol.,2007,10.1104/pp.106.092270
17142482,0032-0889,Plant Physiol.,2007,10.1104/pp.106.090878
17145720,0032-0781,Plant Cell Physiol.,2007,10.1093/pcp/pcl042
17146665,0032-0935,Planta,2007,10.1007/s00425-006-0428-4
17151019,1535-9476,Mol. Cell Proteomics,2007,10.1074/mcp.M600250-MCP200
17158605,1040-4651,Plant Cell,2006,10.1105/tpc.106.047290
17158913,0021-9533,J. Cell. Sci.,2006,10.1242/jcs.03284
17171374,0032-0935,Planta,2007,10.1007/s00425-006-0452-4
17189287,0032-0781,Plant Cell Physiol.,2007,10.1093/pcp/pcl061
17189342,1040-4651,Plant Cell,2006,10.1105/tpc.106.040923
17194763,1040-4651,Plant Cell,2006,10.1105/tpc.106.047415
17194765,1040-4651,Plant Cell,2006,10.1105/tpc.106.046532
17195036,0167-4412,Plant Mol. Biol.,2007,10.1007/s11103-006-9109-8
17209125,1040-4651,Plant Cell,2007,10.1105/tpc.106.045047
17214877,1472-6750,BMC Biotechnol.,2007,10.1186/1472-6750-7-4
17214894,1471-2229,BMC Plant Biol.,2007,10.1186/1471-2229-7-2
17217464,0960-7412,Plant J.,2007,10.1111/j.1365-313X.2006.02977.x
17220198,1040-4651,Plant Cell,2007,10.1105/tpc.106.047613
17220200,1040-4651,Plant Cell,2007,10.1105/tpc.106.045658
17220359,0032-0889,Plant Physiol.,2007,10.1104/pp.106.093583
17220364,0032-0889,Plant Physiol.,2007,10.1104/pp.106.092254
17220881,1465-7392,Nat. Cell Biol.,2007,10.1038/ncb1533
17223078,0006-291X,Biochem. Biophys. Res. Commun.,2007,10.1016/j.bbrc.2006.12.215
17227544,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2006.02927.x
17237354,1040-4651,Plant Cell,2007,10.1105/tpc.106.040782
