pmid,issn,name,year,doi
19283443,1615-6102,Protoplasma,2009,10.1007/s00709-009-0038-7
19286967,1040-4651,Plant Cell,2009,10.1105/tpc.108.065227
19288221,1573-4978,Mol. Biol. Rep.,2010,10.1007/s11033-009-9478-6
19306843,1090-2104,Biochem. Biophys. Res. Commun.,2009,10.1016/j.bbrc.2009.03.091
19309455,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03852.x
19329564,0032-0889,Plant Physiol.,2009,10.1104/pp.109.137703
19332064,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.03.055
19334764,1535-3893,J. Proteome Res.,2009,10.1021/pr801044y
19339507,0032-0889,Plant Physiol.,2009,10.1104/pp.108.132787
19343051,1469-3178,EMBO Rep.,2009,10.1038/embor.2009.31
19363154,0950-1991,Development,2009,10.1242/dev.030098
19366428,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03878.x
19369591,0032-0889,Plant Physiol.,2009,10.1104/pp.109.136853
19372224,1083-351X,J. Biol. Chem.,2009,10.1074/jbc.M109.008342
19392697,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03895.x
19392698,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03894.x
19395411,0032-0889,Plant Physiol.,2009,10.1104/pp.109.136671
19395683,1040-4651,Plant Cell,2009,10.1105/tpc.108.063180
19403522,1471-9053,Plant Cell Physiol.,2009,10.1093/pcp/pcp063
19403727,0032-0889,Plant Physiol.,2009,10.1104/pp.109.138180
19407142,1095-9203,Science,2009,10.1126/science.1173041
19407143,1095-9203,Science,2009,10.1126/science.1172408
19410546,1097-4172,Cell,2009,10.1016/j.cell.2009.04.028
19413687,1469-8137,New Phytol.,2009,10.1111/j.1469-8137.2009.02843.x
19416906,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2009,10.1073/pnas.0810206106
19429606,0032-0889,Plant Physiol.,2009,10.1104/pp.109.137448
19434422,1432-2048,Planta,2009,10.1007/s00425-009-0940-4
19435936,1040-4651,Plant Cell,2009,10.1105/tpc.108.060434
19439572,0032-0889,Plant Physiol.,2009,10.1104/pp.109.137497
19439664,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2009,10.1073/pnas.0903444106
19447891,0021-9258,J. Biol. Chem.,2009,10.1074/jbc.M109.005744
19448033,1040-4651,Plant Cell,2009,10.1105/tpc.109.066217
19450582,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.05.017
19452453,1615-9861,Proteomics,2009,10.1002/pmic.200800445
19453442,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03915.x
19453450,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03882.x
19453460,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03905.x
19454595,1460-2431,J. Exp. Bot.,2009,10.1093/jxb/erp153
19490895,1097-4172,Cell,2009,10.1016/j.cell.2009.03.038
19500301,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03930.x
19500306,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03936.x
19513235,1559-2316,Plant Signal Behav,2008,
19515790,0032-0889,Plant Physiol.,2009,10.1104/pp.109.139253
19523112,1742-4658,FEBS J.,2009,10.1111/j.1742-4658.2009.07102.x
19524572,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.06.011
19535472,0032-0889,Plant Physiol.,2009,10.1104/pp.109.140731
19548978,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03951.x
19548979,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03950.x
19564892,1748-7838,Cell Res.,2009,10.1038/cr.2009.78
19567478,1460-2431,J. Exp. Bot.,2009,10.1093/jxb/erp209
19584524,1347-6947,Biosci. Biotechnol. Biochem.,2009,10.1271/bbb.90309
19587101,0032-0889,Plant Physiol.,2009,10.1104/pp.109.139683
19594707,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03970.x
19597944,1573-5028,Plant Mol. Biol.,2009,10.1007/s11103-009-9519-5
19616764,1934-6069,Cell Host Microbe,2009,10.1016/j.chom.2009.05.019
19617588,0032-0889,Plant Physiol.,2009,10.1104/pp.109.143404
19619159,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03974.x
19624469,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03981.x
19629177,1553-7374,PLoS Pathog.,2009,10.1371/journal.ppat.1000526
19631611,1090-2104,Biochem. Biophys. Res. Commun.,2009,10.1016/j.bbrc.2009.07.088
19648297,1040-4651,Plant Cell,2009,10.1105/tpc.108.065284
19656342,1365-313X,Plant J.,2009,10.1111/j.1365-313X.2009.03986.x
19675150,0032-0889,Plant Physiol.,2009,10.1104/pp.109.143487
19676087,1522-2683,Electrophoresis,2009,10.1002/elps.200900172
19688752,1615-9861,Proteomics,2009,10.1002/pmic.200900064
19705149,1432-2048,Planta,2009,10.1007/s00425-009-1001-8
19716822,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.08.033
19720824,1083-351X,J. Biol. Chem.,2009,10.1074/jbc.M109.056770
19733576,1089-8638,J. Mol. Biol.,2009,10.1016/j.jmb.2009.08.072
19745225,1083-351X,J. Biol. Chem.,2009,10.1074/jbc.M109.041830
19745810,1460-2075,EMBO J.,2009,10.1038/emboj.2009.256
19763086,1460-2075,EMBO J.,2009,10.1038/emboj.2009.262
19765229,1469-8137,New Phytol.,2010,10.1111/j.1469-8137.2009.03032.x
19766570,1097-4172,Cell,2009,10.1016/j.cell.2009.07.004
19769567,1470-8728,Biochem. J.,2009,10.1042/BJ20091102
19789280,1532-298X,Plant Cell,2009,10.1105/tpc.109.069740
19796370,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2009.04034.x
19801398,1532-2548,Plant Physiol.,2009,10.1104/pp.109.143859
19805190,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2009,10.1073/pnas.0909229106
19807882,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2009.04038.x
19808034,1873-3468,FEBS Lett.,2009,10.1016/j.febslet.2009.09.055
19808946,1532-298X,Plant Cell,2009,10.1105/tpc.109.066472
19825594,1674-2052,Mol Plant,2008,10.1093/mp/ssn064
19825596,1674-2052,Mol Plant,2008,10.1093/mp/ssn057
19825634,1674-2052,Mol Plant,2009,10.1093/mp/ssp001
19825636,1674-2052,Mol Plant,2009,10.1093/mp/ssp013
19825649,1674-2052,Mol Plant,2009,10.1093/mp/ssp026
19825673,1674-2052,Mol Plant,2009,10.1093/mp/ssp059
19843165,1742-4658,FEBS J.,2009,10.1111/j.1742-4658.2009.07373.x
19843313,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2009.04048.x
19843523,1083-351X,J. Biol. Chem.,2009,10.1074/jbc.M109.008144
19851283,1460-2075,EMBO J.,2009,10.1038/emboj.2009.306
19860740,1470-8728,Biochem. J.,2010,10.1042/BJ20090775
19874541,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2009.04054.x
19876748,1573-5028,Plant Mol. Biol.,2010,10.1007/s11103-009-9561-3
19880612,1532-2548,Plant Physiol.,2010,10.1104/pp.109.145078
19887540,1471-9053,Plant Cell Physiol.,2009,10.1093/pcp/pcp159
19889877,1532-2548,Plant Physiol.,2010,10.1104/pp.109.146381
19901034,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M109.054288
19921251,1432-2048,Planta,2010,10.1007/s00425-009-1047-7
19922653,1471-2229,BMC Plant Biol.,2009,10.1186/1471-2229-9-133
19929881,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2009.04079.x
19933383,1532-2548,Plant Physiol.,2010,10.1104/pp.109.149930
19934175,1756-1663,DNA Res.,2010,10.1093/dnares/dsp024
19947985,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2009.04094.x
19959995,1460-2075,EMBO J.,2010,10.1038/emboj.2009.363
19962994,1089-8638,J. Mol. Biol.,2010,10.1016/j.jmb.2009.11.065
19966073,1532-298X,Plant Cell,2009,10.1105/tpc.109.070557
19968859,1742-4658,FEBS J.,2010,10.1111/j.1742-4658.2009.07495.x
19969532,1460-2431,J. Exp. Bot.,2010,10.1093/jxb/erp322
19995732,1674-2052,Mol Plant,2009,10.1093/mp/ssp053
19995734,1674-2052,Mol Plant,2009,10.1093/mp/ssp094
19996150,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcp173
20002588,1469-8137,New Phytol.,2010,10.1111/j.1469-8137.2009.03113.x
20009022,1532-298X,Plant Cell,2009,10.1105/tpc.109.070441
20012673,1573-5028,Plant Mol. Biol.,2010,10.1007/s11103-009-9581-z
20018602,1532-2548,Plant Physiol.,2010,10.1104/pp.109.148643
20023146,1532-2548,Plant Physiol.,2010,10.1104/pp.109.150805
20049866,1615-9861,Proteomics,2010,10.1002/pmic.200900654
20059542,1742-4658,FEBS J.,2010,10.1111/j.1742-4658.2009.07531.x
20061304,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcq003
20061580,1535-9484,Mol. Cell Proteomics,2010,10.1074/mcp.M900325-MCP200
20071603,1532-2548,Plant Physiol.,2010,10.1104/pp.109.150441
20089771,1532-2548,Plant Physiol.,2010,10.1104/pp.109.150722
20124190,1460-2423,Glycobiology,2010,10.1093/glycob/cwq011
20129060,1097-4164,Mol. Cell,2010,10.1016/j.molcel.2009.12.020
20133785,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2010,10.1073/pnas.0909080107
20133881,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2010,10.1073/pnas.0912516107
20143129,1573-5028,Plant Mol. Biol.,2010,10.1007/s11103-010-9616-5
20180920,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2010.04174.x
20197505,1532-298X,Plant Cell,2010,10.1105/tpc.109.073726
20202172,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2010.04189.x
20214804,1471-2229,BMC Plant Biol.,2010,10.1186/1471-2229-10-44
20214900,1873-3468,FEBS Lett.,2010,10.1016/j.febslet.2010.03.007
20215587,1532-298X,Plant Cell,2010,10.1105/tpc.109.071779
20224945,1432-2048,Planta,2010,10.1007/s00425-010-1135-8
20228245,1532-298X,Plant Cell,2010,10.1105/tpc.109.073023
20231465,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2010,10.1073/pnas.0913562107
20304971,1532-2548,Plant Physiol.,2010,10.1104/pp.109.149922
20306306,1573-4978,Mol. Biol. Rep.,2010,10.1007/s11033-010-0056-8
20374526,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2010.04218.x
20378763,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcq045
20385816,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2010,10.1073/pnas.0912030107
20405473,1615-9861,Proteomics,2010,10.1002/pmic.200900835
20407024,1532-298X,Plant Cell,2010,10.1105/tpc.109.073635
20407420,1460-2075,EMBO J.,2010,10.1038/emboj.2010.76
20423899,1535-9484,Mol. Cell Proteomics,2010,10.1074/mcp.M000038-MCP201
20430748,1477-9129,Development,2010,10.1242/dev.049197
20430762,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcq062
20442372,1532-298X,Plant Cell,2010,10.1105/tpc.110.075333
20498364,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M109.084046
20501909,1532-298X,Plant Cell,2010,10.1105/tpc.110.075242
20511297,1532-298X,Plant Cell,2010,10.1105/tpc.109.071001
20518745,1470-8728,Biochem. J.,2010,10.1042/BJ20100566
20529854,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M110.126888
20543028,1532-298X,Plant Cell,2010,10.1105/tpc.110.073874
20562234,1532-298X,Plant Cell,2010,10.1105/tpc.110.074195
20567209,1940-087X,J Vis Exp,2010,10.3791/1963
20579133,1365-2591,Int Endod J,2010,10.1111/j.1365-2591.2010.01762.x
20584941,1532-2548,Plant Physiol.,2010,10.1104/pp.110.155754
20622147,1532-298X,Plant Cell,2010,10.1105/tpc.110.073973
20626647,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2010.04296.x
20631316,1532-2548,Plant Physiol.,2010,10.1104/pp.110.160770
20638386,1873-3468,FEBS Lett.,2010,10.1016/j.febslet.2010.07.017
20643804,1460-2431,J. Exp. Bot.,2010,10.1093/jxb/erq204
20683442,1460-2075,EMBO J.,2010,10.1038/emboj.2010.164
20700743,1432-2048,Planta,2010,10.1007/s00425-010-1245-3
20706207,1744-4292,Mol. Syst. Biol.,2010,10.1038/msb.2010.53
20711170,1460-2075,EMBO J.,2010,10.1038/emboj.2010.198
20732973,1532-2548,Plant Physiol.,2010,10.1104/pp.110.161968
20735773,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2010.04322.x
20739301,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcq121
20802223,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcq135
20807880,1532-298X,Plant Cell,2010,10.1105/tpc.109.072215
20817848,1532-298X,Plant Cell,2010,10.1105/tpc.110.075960
20828566,1873-3468,FEBS Lett.,2010,10.1016/j.febslet.2010.08.053
20829360,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M110.121202
20833734,1752-9867,Mol Plant,2011,10.1093/mp/ssq051
20843791,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M110.160531
20847098,1460-2431,J. Exp. Bot.,2011,10.1093/jxb/erq283
20852069,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2010,10.1073/pnas.1005456107
20870962,1532-298X,Plant Cell,2010,10.1105/tpc.110.074351
20872270,1432-2048,Planta,2011,10.1007/s00425-010-1274-y
20876334,1460-2431,J. Exp. Bot.,2011,10.1093/jxb/erq290
20940346,1532-2548,Plant Physiol.,2010,10.1104/pp.110.163055
20943852,1532-2548,Plant Physiol.,2010,10.1104/pp.110.158931
20944397,1347-6947,Biosci. Biotechnol. Biochem.,2010,10.1271/bbb.100487
20952388,1083-351X,J. Biol. Chem.,2010,10.1074/jbc.M110.146605
20971704,1477-9137,J. Cell. Sci.,2010,10.1242/jcs.069732
20974974,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2010,10.1073/pnas.1007836107
21051552,1532-2548,Plant Physiol.,2011,10.1104/pp.110.166546
21053011,1432-2048,Planta,2011,10.1007/s00425-010-1297-4
21059647,1083-351X,J. Biol. Chem.,2011,10.1074/jbc.M110.167692
21078824,1460-2431,J. Exp. Bot.,2011,10.1093/jxb/erq369
21090759,1535-3907,J. Proteome Res.,2011,10.1021/pr100690f
21097474,1471-9053,Plant Cell Physiol.,2011,10.1093/pcp/pcq180
21097903,1095-9203,Science,2010,10.1126/science.1194980
21098677,1532-2548,Plant Physiol.,2011,10.1104/pp.110.165589
21098735,1532-298X,Plant Cell,2010,10.1105/tpc.110.077164
21109274,1873-3700,Phytochemistry,2011,10.1016/j.phytochem.2010.10.019
21124849,1932-6203,PLoS ONE,2010,10.1371/journal.pone.0015481
21134079,1600-0854,Traffic,2011,10.1111/j.1600-0854.2010.01146.x
21143678,1365-313X,Plant J.,2010,10.1111/j.1365-313X.2010.04388.x
21156856,1532-298X,Plant Cell,2010,10.1105/tpc.110.078451
21165646,1432-2048,Planta,2011,10.1007/s00425-010-1331-6
21166475,1535-3907,J. Proteome Res.,2011,10.1021/pr1009433
21169346,1471-9053,Plant Cell Physiol.,2011,10.1093/pcp/pcq194
21169366,1083-351X,J. Biol. Chem.,2011,10.1074/jbc.M110.202226
21173023,1532-2548,Plant Physiol.,2011,10.1104/pp.110.167981
21182578,1600-0854,Traffic,2011,10.1111/j.1600-0854.2010.01154.x
21187379,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2011,10.1073/pnas.1017890108
21189293,1532-298X,Plant Cell,2010,10.1105/tpc.110.076760
21189294,1532-298X,Plant Cell,2010,10.1105/tpc.110.079947
21193571,1532-298X,Plant Cell,2010,10.1105/tpc.110.080010
21203436,1932-6203,PLoS ONE,2010,10.1371/journal.pone.0014364
21205207,1742-4658,FEBS J.,2011,10.1111/j.1742-4658.2010.07995.x
21209078,1083-351X,J. Biol. Chem.,2011,10.1074/jbc.M110.194340
21227472,1873-3700,Phytochemistry,2011,10.1016/j.phytochem.2010.12.005
21239645,1532-298X,Plant Cell,2011,10.1105/tpc.110.080499
21240189,1460-2075,EMBO J.,2011,10.1038/emboj.2010.359
21245844,1744-4292,Mol. Syst. Biol.,2011,10.1038/msb.2010.114
21276203,1742-4658,FEBS J.,2011,10.1111/j.1742-4658.2011.08033.x
21281364,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2010.04472.x
21294794,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2011.04522.x
21294843,1742-4658,FEBS J.,2011,10.1111/j.1742-4658.2011.08043.x
21296373,1873-3700,Phytochemistry,2011,10.1016/j.phytochem.2010.12.004
21296880,1083-351X,J. Biol. Chem.,2011,10.1074/jbc.M110.194175
21297037,1532-298X,Plant Cell,2011,10.1105/tpc.110.081638
21300919,1532-2548,Plant Physiol.,2011,10.1104/pp.110.163220
21323637,1470-8728,Biochem. J.,2011,10.1042/BJ20101769
21330298,1471-9053,Plant Cell Physiol.,2011,10.1093/pcp/pcr019
21336258,1460-2075,EMBO J.,2011,10.1038/emboj.2011.35
21343429,1532-2548,Plant Physiol.,2011,10.1104/pp.110.171785
21343906,1460-2075,EMBO J.,2011,10.1038/emboj.2011.39
21395886,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2011.04553.x
21413151,1615-9861,Proteomics,2011,10.1002/pmic.201000660
21422118,1752-9867,Mol Plant,2011,10.1093/mp/ssr012
21433285,1615-9861,Proteomics,2011,10.1002/pmic.201000648
21441434,1532-298X,Plant Cell,2011,10.1105/tpc.111.083980
21442383,1573-5028,Plant Mol. Biol.,2011,10.1007/s11103-011-9770-4
21443605,1365-3040,Plant Cell Environ.,2012,10.1111/j.1365-3040.2011.02323.x
21453442,1600-0854,Traffic,2011,10.1111/j.1600-0854.2011.01180.x
21457373,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2011.04596.x
21464319,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2011,10.1073/pnas.1103442108
21472856,1615-9861,Proteomics,2011,10.1002/pmic.201000620
21478192,1471-9053,Plant Cell Physiol.,2011,10.1093/pcp/pcr036
21478444,1532-298X,Plant Cell,2011,10.1105/tpc.111.083931
21483488,1553-7374,PLoS Pathog.,2011,10.1371/journal.ppat.1001327
21502816,1559-2324,Plant Signal Behav,2011,
21510947,1873-3468,FEBS Lett.,2011,10.1016/j.febslet.2011.04.014
21515817,1532-298X,Plant Cell,2011,10.1105/tpc.110.082230
21526181,1932-6203,PLoS ONE,2011,10.1371/journal.pone.0018750
21531424,1873-3778,J Chromatogr A,2011,10.1016/j.chroma.2011.04.022
21539947,1876-7737,J Proteomics,2011,10.1016/j.jprot.2011.04.008
21540435,1532-298X,Plant Cell,2011,10.1105/tpc.111.084574
21551389,1532-298X,Plant Cell,2011,10.1105/tpc.111.084970
21558384,1477-9129,Development,2011,10.1242/dev.058982
21565502,1879-0445,Curr. Biol.,2011,10.1016/j.cub.2011.04.004
21569135,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2011.04637.x
21571669,1532-2548,Plant Physiol.,2011,10.1104/pp.111.178442
21571952,1532-298X,Plant Cell,2011,10.1105/tpc.111.083618
2158442,0261-4189,EMBO J.,1990,
21605211,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2011.04652.x
21617031,1532-2548,Plant Physiol.,2011,10.1104/pp.111.179309
21617383,1559-2324,Plant Signal Behav,2011,
21632657,1471-9053,Plant Cell Physiol.,2011,10.1093/pcp/pcr068
21640171,1879-0038,Gene,2011,10.1016/j.gene.2011.05.010
21653783,1532-2548,Plant Physiol.,2011,10.1104/pp.111.177501
21655959,1432-2048,Planta,2011,10.1007/s00425-011-1444-6
21668537,1365-313X,Plant J.,2011,10.1111/j.1365-313X.2011.04673.x
21669202,1873-3468,FEBS Lett.,2011,10.1016/j.febslet.2011.05.066
21685177,1532-2548,Plant Physiol.,2011,10.1104/pp.111.180208
21689410,1471-2229,BMC Plant Biol.,2011,10.1186/1471-2229-11-108
21697507,1532-2548,Plant Physiol.,2011,10.1104/pp.111.177816
21705390,1460-2431,J. Exp. Bot.,2011,10.1093/jxb/err199
21705391,1460-2431,J. Exp. Bot.,2011,10.1093/jxb/err113
21709172,1532-2548,Plant Physiol.,2011,10.1104/pp.111.180539
21734647,1744-4292,Mol. Syst. Biol.,2011,10.1038/msb.2011.39
21738492,1553-7404,PLoS Genet.,2011,10.1371/journal.pgen.1002159
21750235,1532-298X,Plant Cell,2011,10.1105/tpc.111.086892
21781282,1742-4658,FEBS J.,2011,10.1111/j.1742-4658.2011.08265.x
21798375,0006-3002,Biochim. Biophys. Acta,2011,10.1016/j.bbapap.2011.07.011
21798944,1095-9203,Science,2011,10.1126/science.1203877
21813653,1532-2548,Plant Physiol.,2011,10.1104/pp.111.181693
21826108,1748-7838,Cell Res.,2012,10.1038/cr.2011.129
21828290,1532-298X,Plant Cell,2011,10.1105/tpc.111.085829
21841088,1532-2548,Plant Physiol.,2011,10.1104/pp.111.182352
21842230,1432-0886,Chromosoma,2011,10.1007/s00412-011-0338-5
21847091,1460-2075,EMBO J.,2011,10.1038/emboj.2011.294
21848659,1742-4658,FEBS J.,2011,10.1111/j.1742-4658.2011.08310.x
21849816,1559-2324,Plant Signal Behav,2011,10.4161/psb.6.6.15204
21896887,1532-2548,Plant Physiol.,2011,10.1104/pp.111.183160
21908688,1532-2548,Plant Physiol.,2011,10.1104/pp.111.183129
21928113,1573-5028,Plant Mol. Biol.,2011,10.1007/s11103-011-9827-4
21938515,1618-0860,J. Plant Res.,2012,10.1007/s10265-011-0448-4
21940997,1532-2548,Plant Physiol.,2011,10.1104/pp.111.186270
21945443,1090-2104,Biochem. Biophys. Res. Commun.,2011,10.1016/j.bbrc.2011.09.030
21950843,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2011.04796.x
21972260,1532-298X,Plant Cell,2011,10.1105/tpc.111.085852
21984653,1460-2431,J. Exp. Bot.,2012,10.1093/jxb/err286
22001205,1873-3468,FEBS Lett.,2011,10.1016/j.febslet.2011.10.003
22002057,1083-351X,J. Biol. Chem.,2011,10.1074/jbc.M111.260885
22010034,1532-298X,Plant Cell,2011,10.1105/tpc.111.091454
22010978,1535-3907,J. Proteome Res.,2012,10.1021/pr200845n
22014227,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2011.04825.x
22022536,1932-6203,PLoS ONE,2011,10.1371/journal.pone.0026129
22073231,1932-6203,PLoS ONE,2011,10.1371/journal.pone.0026982
22080600,1532-298X,Plant Cell,2011,10.1105/tpc.111.089193
22095047,1532-2548,Plant Physiol.,2012,10.1104/pp.111.189738
22096563,1932-6203,PLoS ONE,2011,10.1371/journal.pone.0027364
22111690,1742-4658,FEBS J.,2012,10.1111/j.1742-4658.2011.08433.x
22116655,1573-5028,Plant Mol. Biol.,2012,10.1007/s11103-011-9856-z
22128124,1532-298X,Plant Cell,2011,10.1105/tpc.111.091033
22131051,1752-9867,Mol Plant,2012,10.1093/mp/ssr092
22135470,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2011,10.1073/pnas.1112816108
22147518,1532-2548,Plant Physiol.,2012,10.1104/pp.111.188870
22158464,1532-298X,Plant Cell,2011,10.1105/tpc.111.091777
22198148,1532-298X,Plant Cell,2011,10.1105/tpc.111.093179
22198272,1532-2548,Plant Physiol.,2012,10.1104/pp.111.188623
22199235,1752-9867,Mol Plant,2012,10.1093/mp/ssr107
22212719,1873-3468,FEBS Lett.,2012,10.1016/j.febslet.2011.12.029
22215637,1535-9484,Mol. Cell Proteomics,2012,10.1074/mcp.M111.014555
22227893,1532-298X,Plant Cell,2012,10.1105/tpc.111.092221
22232549,1083-351X,J. Biol. Chem.,2012,10.1074/jbc.M111.317412
22274653,1532-2548,Plant Physiol.,2012,10.1104/pp.111.193144
22291198,1532-2548,Plant Physiol.,2012,10.1104/pp.111.191965
22307643,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2012,10.1073/pnas.1119864109
22318864,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs010
22331412,1532-2548,Plant Physiol.,2012,10.1104/pp.112.194035
22351044,1618-0860,J. Plant Res.,2012,10.1007/s10265-012-0479-5
22366162,1532-298X,Plant Cell,2012,10.1105/tpc.111.089474
22398639,1432-2048,Planta,2012,10.1007/s00425-012-1614-1
22404201,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2012.04988.x
22407295,1460-2075,EMBO J.,2012,10.1038/emboj.2012.56
22416142,1460-2431,J. Exp. Bot.,2012,10.1093/jxb/ers012
22426856,1438-7948,Funct. Integr. Genomics,2012,10.1007/s10142-012-0273-4
22427335,1532-298X,Plant Cell,2012,10.1105/tpc.111.094904
22430844,1532-2548,Plant Physiol.,2012,10.1104/pp.111.193151
22443713,1742-4658,FEBS J.,2012,10.1111/j.1742-4658.2012.08580.x
22447688,1532-298X,Plant Cell,2012,10.1105/tpc.111.089425
22447966,1460-2431,J. Exp. Bot.,2012,10.1093/jxb/ers072
22449965,1873-3468,FEBS Lett.,2012,10.1016/j.febslet.2012.02.019
22452852,1532-2548,Plant Physiol.,2012,10.1104/pp.112.197020
22456678,1460-2431,J. Exp. Bot.,2012,10.1093/jxb/ers063
22474184,1532-298X,Plant Cell,2012,10.1105/tpc.112.096743
22486829,1600-0854,Traffic,2012,10.1111/j.1600-0854.2012.01360.x
22492845,1532-2548,Plant Physiol.,2012,10.1104/pp.112.196139
22500990,1873-3468,FEBS Lett.,2012,10.1016/j.febslet.2012.03.040
22505201,1724-6040,Int J Artif Organs,2012,10.5301/ijao.5000066
22516478,1752-9867,Mol Plant,2012,10.1093/mp/sss042
22522809,1615-9861,Proteomics,2012,10.1002/pmic.201100413
22535420,1532-2548,Plant Physiol.,2012,10.1104/pp.111.192575
22566615,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2012,10.1073/pnas.1121465109
22570441,1532-298X,Plant Cell,2012,10.1105/tpc.112.096057
22576848,1532-2548,Plant Physiol.,2012,10.1104/pp.111.188409
22577184,1460-2431,J. Exp. Bot.,2012,10.1093/jxb/ers112
22616989,1873-3468,FEBS Lett.,2012,10.1016/j.febslet.2012.03.061
22623495,1532-298X,Plant Cell,2012,10.1105/tpc.112.097998
22623516,1532-2548,Plant Physiol.,2012,10.1104/pp.112.196253
22627139,1090-2104,Biochem. Biophys. Res. Commun.,2012,10.1016/j.bbrc.2012.05.064
22634761,1532-298X,Plant Cell,2012,10.1105/tpc.112.096636
22635113,1532-2548,Plant Physiol.,2012,10.1104/pp.112.199547
22635117,1532-2548,Plant Physiol.,2012,10.1104/pp.112.199380
22639659,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00069
22642987,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs081
22643122,1532-298X,Plant Cell,2012,10.1105/tpc.112.097253
22645576,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00026
22652060,1532-298X,Plant Cell,2012,10.1105/tpc.112.098707
22664102,1090-2104,Biochem. Biophys. Res. Commun.,2012,10.1016/j.bbrc.2012.05.136
22665445,1532-2548,Plant Physiol.,2012,10.1104/pp.112.199356
22676313,1471-2229,BMC Plant Biol.,2012,10.1186/1471-2229-12-83
22693280,1532-298X,Plant Cell,2012,10.1105/tpc.111.095430
22706449,1532-2548,Plant Physiol.,2012,10.1104/pp.112.200964
22709276,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2012.05077.x
22710125,1873-3468,FEBS Lett.,2012,10.1016/j.febslet.2012.05.065
22715042,1532-298X,Plant Cell,2012,10.1105/tpc.112.098723
22719742,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00126
